Tweet,Text Label
Damn. How much damage to new truck? Luckily I've only hit one  and that was 12 years ago. I grew up in state with 3 deer per person.,Non-Bullying
Wow! That sucks. I wonder why?,Non-Bullying
so  when he laughs & comes down the chimney  does he say  "Whore! Whore! Whore!" and shake like a bowl full of jelly???,Bullying
Initial rkn was there's also fat and maybe a smidge of protein  but then I realized you were talking about _that_ Milky Way.,Non-Bullying
Just spent the day doing the same. Feels good and I am ready to kick some ass this year.,Non-Bullying
How would you fancy being Jeff's resident bitch? Just his pet  he can take you out for walk and stuff. Straighten your hair...,Bullying
You clearly said "Would I have to fuck anyone",Bullying
Probably...but where I was today ran *both* a paper and online system - "online system sucks" was the comment,Non-Bullying
I  hate mad friday. Oncers getting their single night out a year  not knowing how to behave.,Non-Bullying
Lol. Ur a bitch. I've done Hondurans and Chileans  and I don't need some closet gay Peruvian dressing better than I do!,Bullying
2008 is over? Damn  what'd I miss! I quit keeping track of years after 'Buffy' went of the air...,Bullying
lol. understandable. it is a refined taste  and I'd hate to get you accustomed to that lifestyle. :) To each his own.,Non-Bullying
If only I were a #Jews then you would have cause to hate me even more. This is a war against barbarians in #gaza Typical response.,Non-Bullying
Damn you  for making me watch Brian Regan clips for my entire lunch break,Non-Bullying
that sucks that the tweetup is at 3 and only for Jews - we were gonna see it early tomorrow :),Non-Bullying
that's why I hate them. "Oooops  why don't I go this way and destroy your whole story. Or maybe ill refuse to say anything.",Bullying
the 8-core whore? How does that work? I mean  if there are 8 cores  do you need 8 sticks of ram  or what do you need?,Non-Bullying
It makes me itchy sometimes. I have a love-hate with the website.,Non-Bullying
Damn cat. She snuck into Aidan's CRIB (1st time) he woke screaming - went in - he was squeezing her & she was kicking his tummy.,Bullying
oh well yeah I knew that..that sucks though,Non-Bullying
 yeah.. that sucks though. How about donna? she have salad dressing at her house?,Non-Bullying
im not saying that i hate you or anything  i'm maybe just a tad... whats the word im looking for... hmm  jealous? Congrats! :),Non-Bullying
Just you wait  bitch!  You'll see.  There will be DOZENS and put together they'll ALMOST match ONE of yours time-wise!,Non-Bullying
(cont) I say  the whole sheet costs $8.40... buy one of each and get the fuck out of my way!,Bullying
yes  you remember me trying to keep *MY* lashes on for the awards this year- never fucking wearing those damn things AGAIN,Bullying
I don't hate DMing  although the DM's could perhaps have a longer character limit.,Non-Bullying
or better yet  when you wake up early the next day phone them back and wake em up. Payback is a bitch ;),Non-Bullying
Called in gay? LMAO!,Bullying
Damn you!,Non-Bullying
Twitter whore sweet! We could always talk on IRC but ummm this seems to be the hip happening thing these days!,Non-Bullying
Damn  why don't these people tell me what is going on?!?!?!?!? :P,Non-Bullying
HAPPY FUCKING BIRTHDAY YA PONGO! :),Non-Bullying
this isn't hate  this is survival for the eagles. stompin the giants alone won't get us in the playoffs. the cowgurls gotta lose,Bullying
so mya's CD sucks? that's too bad. maybe the japanese will be more forgiving?,Non-Bullying
the lox "f**k you " "keep it thoro" prodigy  "we run this" fat joe  "i come thru" styles and nore  "broken language" smooth,Bullying
yes sir. no hate to anybody but the cowboys...lol @djbigdaddy  you cool regardless of your team,Non-Bullying
hahaha thats my nickname when i piss people off and boyyyyyyy do i piss people off! haha,Non-Bullying
yeah dude the default theme for WP sucks to decode and use for anything.. hence my never ending search for a plain GOOD coded theme,Non-Bullying
 that would totally get me all the fat chicks I could handle! Rock that at a Weight Watchers meeting!?!?!  Good times to ensue!,Non-Bullying
for one  they aren't a "mac" company any more  by any means. And for another  January sucks for major,Non-Bullying
you sir  are an ass. ;),Bullying
ohhh duh! i think i knew that. think you've mentioned it before. my memory sucks. lol,Non-Bullying
cos starlets are about 5'0"? damn character count lol,Non-Bullying
Great post  London totally kicks ass for start-ups. Loving all the UK twiterers defending @paulcarr's great post!,Non-Bullying
thats so gay :-P,Non-Bullying
Don't be teased.. Just get your ass over here and it'll solve the problem!,Non-Bullying
Im in the same boat....I need to get my legs into shape.  I hate squeezing into my jeans,Non-Bullying
1) Find a way to shrink my big ass 2) Do something really great next year? Write a book or ?? 3) Spend more time with family..,Non-Bullying
I can never get the balance right.  Cheyenne  Frank's and butter.  It's either too weak or too god damn spicy and bitter,Non-Bullying
Fucking awesome!,Non-Bullying
I never really thought about it  but I nearly always eat a big-ass plate of spaghetti and watch Goodfellas on Christmas eve,Bullying
Let me know if you get any takers. Mine is nasty  too. We're talking three years of pop tarts up in this bitch.,Non-Bullying
I still haven't caught up with Freak Angels,Non-Bullying
*Chrysler closed for a month* Yes I know  that means hubby will be home all day. Every day. Damn this recession! ;-),Non-Bullying
 ARE YOU KIDDING ME?! Quick! Forget the prenup! Get lo-jack implanted in the new wife instead! I think he's an ass.,Bullying
I had ONE "tropical mai tai" yesterday. If I hadn't have already been sitting  it would have knocked me on my ass.,Non-Bullying
I hate to strike the "print is dead" gong but it seems like more than an attitude adjustment may be required.,Non-Bullying
I think loving the Sound of Music makes you a nerd  not a geek. It's a big club. I heart that movie.,Non-Bullying
I want to say Duh (in an I vehemently AGREE way; I hate that blatant noise/disrespect). So  Duh ;-),Non-Bullying
that's weird  because I hate them the second time I see them.  First time is ok but they get old quick.,Bullying
delish! making homemade spinach ravioli if I ever get my ass out of bed.,Non-Bullying
I hate you for not being at work today.  Can't we play electronic catchphrase on FB or something?,Non-Bullying
That sucks. Haha. :D,Non-Bullying
Work sucks  but christmas can be fun. -holiday hugs-,Non-Bullying
LOL...Well if they don't deliver to me I'll send you a message to tell them to send my damn pizza..lol,Non-Bullying
Goodness I hate talkin to those that act stupid especially when u no they're not. What we do to ''make a dunut'' huh?,Non-Bullying
God I hate that movie.,Non-Bullying
because the sandman is being a punk ass ho...,Bullying
nooooooooooooooo! sucks! is it cold where you are?,Non-Bullying
I meant one particular gift. Damn 140. I got deluged with stuff this year.,Non-Bullying
We just call that "whiskey dick.",Bullying
The acoustic is a $100 Yamaha; I also have a Squier Fat Telecaster getting dusty in my basement. I'm not hardcore at all.,Non-Bullying
lol just rhyming  gay i know,Bullying
Tony Romo sucks  that's what. So disappointed in that guy lately. Just horrible... the only offense they have is Choice! (ex-OU),Non-Bullying
i'm glad someone is teaching that 3-year-old how to "slap dat ass" :),Bullying
early aftenoon- 2 pm - off to the market for fresh fruit then stops along the shore for whale watching and caching on way back,Non-Bullying
I don't really like either version  but my iTunes is trying to whore it out. What a pimp.,Non-Bullying
Way cool! Thanks for posting this. I'm a super Christmas light freak. Neighbors are lucky I can't afford to go nuts...,Non-Bullying
Poor dear! Stay hydrated  fix some chicken soup  and nap as much as you can. Hate office hand-me-downs. sigh (((Hugs))),Non-Bullying
Egads! So sorry to hear that 2008 is going out with a snarl. Glad it's warranty. Water feature in roof sucks.,Non-Bullying
I hate that...so many times I've accidentally sent ppl messages with duck instead of fuck in them!!!,Non-Bullying
why is there cat piss in here??,Non-Bullying
no I hate Christmas so that's not it,Non-Bullying
damn that sucks lol.,Non-Bullying
My ex is a moron.I hate him he's an idiot I should punch him everytime we meet..still..I care about him  dunno why -.-,Non-Bullying
Damn  sorry you came here to vent and had to left even more pissed.You had every right to.hope you'll relax some.'night,Non-Bullying
WOW! Really?! Damn I wish I had the ingredients for one in house. Was *just* thinking today would be a good day for a bloody too,Non-Bullying
Summa Cum Laude.  I am so impressed.  I'm sure I don't know what those words mean other than "smart. "  Congrats!,Non-Bullying
tee hee! I consider the added fat 2B "personal insulation" - it gets dern cold here in WI.  ;),Non-Bullying
a tech was here 6 hours ago. I love your work but I hate having to use you to get things done right. Will email soon. Thanks!,Non-Bullying
I've been called a social media guru before. not by myself. same person also called me social media nerd.,Non-Bullying
will? they're already out  nerd. they hold 6gb of ram too.. woo.,Non-Bullying
I know...just get a damn blanket or put some socks on! im sayin!,Non-Bullying
just terri and bwahahaha not a saint in the least...except for all those damn immaculate conceptions i had...MIRACLES i tell ya!!,Non-Bullying
wow  8 years? Damn. What about watching tv with another person? I think we need to re-think our set-up. idea of TV needs to change.,Non-Bullying
omg  really??? what is it? will it be okay? Antibiotics can help? OMG  it was from that damn Neti Pot spill the other day! LOL,Non-Bullying
I don't like social karma  much. Would rather skip it  but can't afford to piss my friend off any more :),Non-Bullying
who cares about normal people? Normality sucks.,Non-Bullying
...And as a z-lister  I am gloriously unaffected by FriendFeed's downtime. Sucks to be Scoble though. ;),Non-Bullying
yeah but zro rly is the eMo city don,Bullying
Then you should make fun of her for not looking at your ass.,Bullying
i second that. i hate banks,Bullying
She can bust her ass on stage and GAIN fans  You gotta love her.,Bullying
@KillaHills "Diva's" don't dance all they do is bitch......lol. Now that was wrong and funny all in one.,Non-Bullying
 @Dave_Malby acting as Colfax Chick's agent! After 100 followers I will make sure to get her ass down here and tweet with everyone,Bullying
The fail whale was shown when twitter went down. It was a whale being lifted by birds.,Bullying
dont hate too hard!  it hasn't been very warm here lately!,Bullying
fuck right,Bullying
DAMN YOU FOR CATCHING UP! I must ding 28 before you get back.,Non-Bullying
I hate that,Non-Bullying
Dead Like Me  isn't that the one where that girl dies and then chills with other dead people but she's still alive?  It sucks.,Non-Bullying
damn that sucks! we've had our primary data center loose power for 2 seconds. Thats long enough to take down our VM Cluster,Non-Bullying
damn!  600 people in the Dutch VMug.  I've never been to one with over 70 people.,Non-Bullying
omg! what are you in the mood for.. i crock pot my ass off!,Bullying
oh yeah.. that is super weird.. But i will trade my ass off ;0,Non-Bullying
its right on the wrist.. It was so deep it didnt bleed and fat came out of it.. *barfs again,Non-Bullying
That is very sad. My prayers go to the Culkins. Really sucks.,Non-Bullying
those Tamales look damn good. Now if I could just get a few and drink warm milk..,Non-Bullying
Me too! Jocko the ass clown! Miranda asked him for a monkey  and he refused to make it  gave her a butterfly instead. Total douche.,Non-Bullying
